1,0.5852332304
1.05,0.6232587343
1.1,0.6585941365
1.1,0.6228797681
1.5,0.799575168
2,0.8967995089
3,0.9629482904
4,0.9827203222
5,0.9905666039
6,0.9942838792
8,0.9974345596
8.98,0.9981446098
8.98,0.9860732332
10,0.9891868655
15,0.9962982168
20,0.9983191653
30,0.9994638921
40,0.9997643913
50,0.9998750176
60,0.999924735
80,0.9999646729
100,0.9999790165
